accident_id,accident_date,accident_time,hour_of_day,month,location_id,location_name,zone,road_type,severity,weather_condition,lighting_condition,vehicle_type,reported_cause,casualties,latitude,longitude
ACC-1449,2026-04-28,09:10,9,2026-04,L001,Maple Junction,central,junction,minor,clear,night_lit,two_wheeler,overspeeding,0,28.61739194708347,77.22236355122033
ACC-0348,2026-02-22,10:35,10,2026-02,L011,Depot Crossing,south,arterial,minor,clear,night_lit,cycle,sudden_lane_change,0,28.56973556261925,77.22579608094347
ACC-0192,2026-01-15,18:00,18,2026-01,L001,Maple Junction,central,junction,minor,,daylight,auto_rickshaw,pedestrian_conflict,0,28.610208521658315,77.21708347623401
ACC-0061,2026-01-24,12:05,12,2026-01,L004,School Gate Road,north,arterial,minor,rain,night_lit,two_wheeler,tailgating,0,28.6369795135282,77.20035606800569
ACC-1952,2026-01-22,20:50,20,2026-01,L010,Airport Link Signal,east,local_road,minor,rain,daylight,bus,tailgating,0,28.63462659800321,77.2569324085999
ACC-1638,2026-02-27,12:45,12,2026-02,L004,School Gate Road,north,arterial,major,rain,daylight,two_wheeler,pedestrian_conflict,1,28.638150901532313,77.1932993991665
ACC-1203,2026-06-08,09:30,9,2026-06,L006,Industrial Belt Exit,south,junction,minor,cloudy,night_lit,car,low_visibility,0,28.5721221500744,77.24909123364117
ACC-0413,2026-03-04,13:30,13,2026-03,L003,Market Ring Road,central,arterial,minor,wind,night_lit,car,pedestrian_conflict,0,28.600563764444473,77.23186347774582
ACC-0302,2026-06-09,08:05,8,2026-06,L006,Industrial Belt Exit,south,highway_ramp,moderate,wind,night_poor_light,two_wheeler,wet_surface,1,28.57268124514956,77.25109443462563
ACC-1077,2026-06-08,16:50,16,2026-06,L008,Old Bridge  Approach,north,bridge_approach,minor,fog,daylight,car,tailgating,0,28.65327488278625,77.2228146499075
ACC-1913,2026-05-12,09:40,9,2026-05,L001,Maple Junction,central,arterial,major,clear,daylight,truck,signal_violation,2,28.617298486808558,77.21618382694408
ACC-1660,2026-03-19,05:05,5,2026-03,L001,Maple Junction,central,signalized_crossing,minor,clear,dusk,auto_rickshaw,tailgating,0,28.61364883594931,77.20769637478502
ACC-0397,2026-03-08,08:20,8,2026-03,L004,school gate road,north,local_road,moderate,clear,dusk,truck,signal_violation,1,28.634455321985477,77.20298255030738
ACC-0995,2026-01-08,14:25,14,2026-01,L001,Maple Junction,central,junction,moderate,fog,daylight,cycle,signal_violation,1,28.619843283048297,77.21703434722748
ACC-1818,2026-03-07,21:25,21,2026-03,L006,Industrial Belt Exit,south,local_road,major,rain,night_lit,two_wheeler,signal_violation,2,28.57095060526924,77.25013850680755
ACC-0731,2026-03-22,14:15,14,2026-03,L005,Metro Link Turn,west,arterial,major,clear,,car,low_visibility,2,28.59388429611801,77.18382261621346
ACC-1496,2026-06-26,09:55,9,2026-06,L003,Market Ring Road,central,junction,minor,clear,dusk,two_wheeler,low_visibility,0,,
ACC-1032,2026-03-31,12:15,12,2026-03,L005,Metro Link Turn,west,arterial,moderate,rain,night_poor_light,two_wheeler,signal_violation,0,28.601219512346436,77.19024569971809
ACC-1448,2026-03-08,12:50,12,2026-03,L008,Old Bridge Approach,north,bridge_approach,minor,cloudy,night_poor_light,two_wheeler,sudden_lane_change,0,28.65228401590971,77.22221968912143
ACC-0415,2026-02-04,05:45,5,2026-02,L006,Industrial Belt Exit,south,junction,moderate,clear,dusk,auto_rickshaw,pedestrian_conflict,1,28.574790686249933,77.24097278261922
ACC-1817,2026-02-19,22:00,22,2026-02,L006,Industrial Belt Exit,south,highway_ramp,moderate,clear,dusk,auto_rickshaw,tailgating,1,28.568382272073624,77.24366839682409
ACC-0858,2026-01-06,19:55,19,2026-01,L010,Airport Link Signal,east,junction,minor,clear,daylight,cycle,wrong_side_entry,0,28.640152068354716,77.26579511425423
ACC-1037,2026-03-05,17:45,17,2026-03,L002,Riverside Flyover,east,flyover,major,cloudy,,two_wheeler,tailgating,2,28.61826864184961,77.23888718630779
ACC-0977,2026-04-07,07:20,7,2026-04,L001,Maple Junction,central,arterial,major,fog,daylight,car,sudden_lane_change,2,28.61433097883146,77.21042375876574
ACC-1306,2026-06-03,17:55,17,2026-06,L006,Industrial Belt Exit,south,local_road,moderate,clear,dusk,two_wheeler,overspeeding,1,28.57400787821738,77.24078296531391
ACC-0951,2026-03-07,21:40,21,2026-03,L008,Old Bridge Approach,north,bridge_approach,major,clear,dusk,cycle,tailgating,1,28.651955748770888,77.21621088485388
ACC-0329,2026-06-27,05:10,5,2026-06,L008,Old Bridge Approach,north,bridge_approach,minor,rain,night_poor_light,bus,,0,28.653191607123865,77.22126196475524
ACC-0088,2026-03-16,14:05,14,2026-03,L006,Industrial Belt Exit,south,junction,minor,rain,daylight,cycle,wrong_side_entry,0,28.572499594490097,77.24411703977923
ACC-0797,2026-04-19,21:10,21,2026-04,L009,Hospital Service Road,central,junction,critical,fog,night_lit,bus,low_visibility,3,28.616780353016033,77.20881054283903
ACC-0313,2026-02-20,18:40,18,2026-02,L012,Green Park Turn ,west,junction,minor,clear,night_poor_light,truck,sudden_lane_change,0,28.58402531202783,77.18987906231632
ACC-1874,2026-03-06,06:15,6,2026-03,L001,Maple Junction,central,junction,minor,clear,dusk,bus,sudden_lane_change,1,28.61083307876156,77.21652275813533
ACC-0083,2026-02-19,07:40,7,2026-02,L007,Lakeview Avenue,west,collector_road,major,rain,night_poor_light,car,signal_violation,2,28.59333635790071,77.16923449452533
ACC-1630,2026-05-31,18:45,18,2026-05,L003,Market Ring Road,central,local_road,minor,clear,night_lit,car,low_visibility,0,28.607224930905193,77.23152537052408
ACC-1790,2026-06-13,09:45,9,2026-06,L011,Depot Crossing,south,local_road,minor,clear,night_lit,two_wheeler,pedestrian_conflict,0,28.55851591523819,77.22492161015381
ACC-1055,2026-03-22,23:35,23,2026-03,L008,Old Bridge Approach,north,bridge_approach,minor,fog,night_lit,two_wheeler,signal_violation,0,28.65058103039022,77.21201615042888
ACC-0340,2026-05-10,17:40,17,2026-05,L002,Riverside Flyover,east,flyover,moderate,clear,night_poor_light,two_wheeler,low_visibility,0,28.617744708140556,77.23153778396035
ACC-1705,2026-06-21,08:10,8,2026-06,L008,Old Bridge Approach,north,bridge_approach,minor,fog,night_lit,two_wheeler,sudden_lane_change,0,28.65601239130763,77.22333959389508
ACC-0892,2026-02-17,19:15,19,2026-02,L003,Market Ring Road,central,local_road,moderate,rain,daylight,truck,low_visibility,0,28.61191509814836,77.23194014129827
ACC-1119,2026-04-26,14:40,14,2026-04,L004,School Gate Road,north,arterial,major,clear,night_lit,auto_rickshaw,signal_violation,2,28.63011268543189,77.19942863945818
ACC-0503,2026-03-05,13:45,13,2026-03,L005,Metro Link Turn,west,arterial,critical,clear,night_poor_light,truck,tailgating,3,28.596249989213113,77.17700425233537
ACC-0636,2026-06-25,16:35,16,2026-06,L006,Industrial Belt Exit,south,local_road,moderate,wind,night_poor_light,bus,tailgating,1,28.569188274198734,77.25056385728693
ACC-1317,2026-06-03,22:15,22,2026-06,L006,Industrial Belt Exit,south,local_road,minor,fog,night_poor_light,bus,low_visibility,0,28.573776710596196,77.23965323696191
ACC-1387,2026-02-16,18:05,18,2026-02,L012,Green Park Turn,west,local_road,major,fog,night_poor_light,auto_rickshaw,tailgating,1,28.58451598246828,77.1878976212544
ACC-0530,2026-05-01,16:00,16,2026-05,L012,Green Park Turn,west,arterial,moderate,clear,dusk,auto_rickshaw,tailgating,0,28.584068895333754,77.19313864260035
ACC-0034,2026-02-16,12:10,12,2026-02,L012,Green Park Turn,west,junction,critical,clear,night_poor_light,two_wheeler,signal_violation,2,28.571427632111217,77.1969782732204
ACC-1016,2026-06-27,09:50,9,2026-06,L004,School Gate Road,north,junction,moderate,clear,daylight,car,overspeeding,1,28.6363108358008,77.20144923691782
ACC-0315,2026-03-22,16:25,16,2026-03,L012,Green Park Turn,west,arterial,minor,fog,daylight,two_wheeler,wet_surface,0,28.569475576293424,77.1958047736946
ACC-1831,2026-02-06,22:30,22,2026-02,L009,Hospital Service Road,central,local_road,moderate,rain,dusk,cycle,overspeeding,1,28.61351235544128,77.20532690113224
ACC-0665,2026-05-28,08:45,8,2026-05,L006,Industrial Belt Exit,south,arterial,major,rain,night_poor_light,auto_rickshaw,tailgating,1,28.573365281418102,77.23967696077429
ACC-1377,2026-06-19,19:05,19,2026-06,L010,Airport Link Signal,east,junction,major,rain,night_lit,auto_rickshaw,tailgating,2,28.635824663710505,77.25428823326688
ACC-1468,2026-04-12,13:10,13,2026-04,L003,Market Ring Road,central,local_road,moderate,rain,night_poor_light,truck,tailgating,0,28.60589710107317,77.2216456661009
ACC-0792,2026-04-21,16:35,16,2026-04,L009,Hospital Service Road,central,local_road,minor,clear,dusk,bus,tailgating,1,28.62892160674533,77.2078500704937
ACC-1870,2026-03-16,21:25,21,2026-03,L006,Industrial Belt Exit,south,arterial,major,clear,dusk,bus,tailgating,2,28.573951173681127,77.25034986013412
ACC-0491,2026-05-28,00:20,0,2026-05,L012,Green Park Turn,west,arterial,minor,cloudy,dusk,car,signal_violation,0,28.582365744498766,77.19240430694855
ACC-1076,2026-02-26,16:40,16,2026-02,L004,School Gate Road,north,arterial,moderate,wind,daylight,truck,wet_surface,0,28.634560903192916,77.20240531530926
ACC-1716,2026-02-20,15:00,15,2026-02,L001,Maple Junction,central,local_road,minor,fog,daylight,car,wet_surface,0,28.606886088851816,77.20709446187344
ACC-1208,2026-05-14,12:15,12,2026-05,L009,Hospital Service Road,central,service_road,minor,wind,daylight,auto_rickshaw,signal_violation,0,28.6237900658411,77.20686542970179
ACC-0493,2026-01-19,18:25,18,2026-01,L004,School Gate Road,north,arterial,minor,wind,dusk,car,tailgating,0,28.64438754211812,77.20018830954876
ACC-0431,2026-06-29,14:05,14,2026-06,L004,School Gate Road,north,arterial,minor,cloudy,daylight,truck,wet_surface,0,28.633907619952467,77.20482373042836
ACC-0319,2026-04-30,17:55,17,2026-04,L003,Market Ring Road,central,junction,minor,rain,daylight,bus,wet_surface,0,28.61242255752339,77.22126590216402
ACC-0576,2026-06-16,20:00,20,2026-06,L009,Hospital Service Road,central,arterial,major,rain,night_lit,bus,pedestrian_conflict,2,28.613379522018256,77.2076929210219
ACC-1744,2026-01-11,13:35,13,2026-01,L005,Metro Link Turn,west,local_road,moderate,cloudy,daylight,truck,signal_violation,0,,
ACC-1226,2026-03-03,13:55,13,2026-03,L012,Green Park Turn,west,junction,major,clear,night_lit,bus,wrong_side_entry,2,28.571171399292222,77.18698363167569
ACC-0264,2026-05-23,18:30,18,2026-05,L003,Market Ring Road,central,arterial,minor,cloudy,daylight,two_wheeler,overspeeding,0,28.61062045930157,77.23111846224364
ACC-1893,2026-04-23,11:40,11,2026-04,L003,Market Ring Road,central,local_road,minor,clear,daylight,two_wheeler,low_visibility,0,28.59829085150638,77.2282236127821
ACC-0492,2026-06-09,17:15,17,2026-06,L004,School Gate Road,north,local_road,major,clear,dusk,truck,low_visibility,2,28.637749677433106,77.1973189991338
ACC-0468,2026-03-19,05:10,5,2026-03,L009,Hospital-Service Road,central,junction,moderate,,daylight,two_wheeler,tailgating,0,28.628547912082627,77.20922938286722
ACC-1598,2026-06-29,12:15,12,2026-06,L003,Market Ring Road,central,arterial,moderate,clear,daylight,car,low_visibility,0,28.60999801880459,77.22954594091586
ACC-0981,2026-01-27,00:15,0,2026-01,L003,Market Ring Road,central,junction,minor,,night_poor_light,auto_rickshaw,tailgating,0,28.600938674016067,77.21930759502564
ACC-1128,2026-04-04,11:35,11,2026-04,L001,Maple Junction,central,signalized_crossing,major,clear,night_lit,two_wheeler,tailgating,2,28.610185663545018,77.22122974718316
ACC-0917,2026-04-29,23:40,23,2026-04,L003,Market Ring Road,central,local_road,major,rain,daylight,auto_rickshaw,pedestrian_conflict,1,28.612177935577,77.22746109748955
ACC-1094,2026-01-22,07:35,7,2026-01,L001,Maple Junction,central,junction,minor,rain,daylight,auto_rickshaw,wet_surface,0,28.60621280172019,77.22238443771565
ACC-0221,2026-03-05,06:50,6,2026-03,L002,Riverside Flyover,east,flyover,moderate,cloudy,dusk,truck,pedestrian_conflict,1,28.626957721146635,77.23877672439156
ACC-1542,2026-02-02,21:25,21,2026-02,L001,Maple Junction,central,arterial,minor,clear,dusk,cycle,wrong_side_entry,0,28.607493492817586,77.21334148532814
ACC-1682,2026-06-07,11:25,11,2026-06,L001,Maple Junction,central,arterial,minor,wind,dusk,car,signal_violation,0,28.61827256184554,77.21832596617816
ACC-0602,2026-05-10,09:25,9,2026-05,L008,Old Bridge Approach,north,bridge_approach,major,clear,dusk,bus,,1,28.652966975081686,77.22379634218036
ACC-0223,2026-02-25,12:15,12,2026-02,L006,Industrial Belt Exit,south,local_road,moderate,clear,night_poor_light,truck,overspeeding,1,28.574793885665656,77.24223557231765
ACC-1297,2026-01-18,20:45,20,2026-01,L009,Hospital Service Road,central,junction,minor,clear,daylight,cycle,wet_surface,0,28.621562845316824,77.20476841684359
ACC-1113,2026-05-08,07:55,7,2026-05,L005,Metro Link Turn,west,local_road,moderate,fog,dusk,bus,tailgating,0,28.596719840030506,77.18368904892117
ACC-0065,2026-03-18,22:45,22,2026-03,L011,Depot Crossing,south,arterial,major,rain,daylight,bus,wet_surface,1,28.564208369744243,77.22597546898116
ACC-1564,2026-04-03,18:40,18,2026-04,L010,Airport Link Signal,east,local_road,major,clear,night_poor_light,auto_rickshaw,overspeeding,2,28.625573001976683,77.25928109926316
ACC-1403,2026-03-23,07:35,7,2026-03,L008,Old Bridge  Approach,north,bridge_approach,moderate,clear,daylight,bus,tailgating,0,28.642461990557248,77.22234999275439
ACC-1131,2026-06-09,16:30,16,2026-06,L001,Maple Junction,central,local_road,moderate,wind,night_lit,cycle,wet_surface,1,28.615845910312668,77.20850059753352
ACC-0862,2026-04-08,23:15,23,2026-04,L011,Depot Crossing,south,junction,moderate,wind,dusk,two_wheeler,pedestrian_conflict,1,28.571524060562925,77.22850475500223
ACC-1368,2026-03-16,20:05,20,2026-03,L005,Metro Link Turn,west,junction,moderate,clear,night_lit,two_wheeler,tailgating,0,28.593983100763097,77.18800790501706
ACC-1943,2026-03-12,12:15,12,2026-03,L001,Maple Junction,central,local_road,minor,clear,night_lit,two_wheeler,tailgating,0,28.604973663168504,77.22124266954214
ACC-0646,2026-03-23,17:40,17,2026-03,L004,School Gate Road,north,junction,major,cloudy,night_lit,two_wheeler,tailgating,1,28.6415058737113,77.20183812239085
ACC-0628,2026-06-25,09:40,9,2026-06,L008,Old Bridge Approach,north,bridge_approach,minor,clear,night_poor_light,auto_rickshaw,low_visibility,0,28.651254918851098,77.22282811284636
ACC-0173,2026-01-15,11:35,11,2026-01,L003,Market Ring Road,central,local_road,minor,rain,night_lit,two_wheeler,low_visibility,0,28.602319634392597,77.22669014939078
ACC-0400,2026-01-11,17:45,17,2026-01,L001,Maple Junction,central,arterial,moderate,clear,daylight,auto_rickshaw,tailgating,0,28.60729307896367,77.20786518369992
ACC-1745,2026-06-19,02:15,2,2026-06,L004,School Gate Road,north,junction,moderate,cloudy,dusk,auto_rickshaw,low_visibility,1,28.640123599763374,77.19912906949824
ACC-0876,2026-03-16,07:40,7,2026-03,L001,Maple Junction,central,junction,moderate,fog,night_lit,cycle,wet_surface,1,28.616932733380718,77.21666198216177
ACC-0426,2026-01-07,03:45,3,2026-01,L003,Market Ring Road,central,local_road,moderate,clear,dusk,bus,sudden_lane_change,1,28.600624689152205,77.23014508487623
ACC-0610,2026-02-04,04:45,4,2026-02,L006,Industrial Belt Exit,south,arterial,minor,cloudy,dusk,bus,wet_surface,0,28.573208958519125,77.24984267589687
ACC-0883,2026-05-09,09:00,9,2026-05,L005,Metro Link Turn,west,junction,minor,clear,dusk,auto_rickshaw,wrong_side_entry,1,28.596669316213582,77.17613657823829
ACC-0389,2026-06-03,07:40,7,2026-06,L006,Industrial Belt Exit,south,local_road,major,rain,daylight,car,pedestrian_conflict,2,28.56754108192991,77.23972863081588
ACC-1392,2026-04-10,17:20,17,2026-04,L010,Airport Link Signal,east,junction,minor,rain,night_poor_light,cycle,sudden_lane_change,0,28.63264914096926,77.25514627440856
ACC-1185,2026-05-29,00:05,0,2026-05,L009,Hospital Service Road,central,arterial,major,clear,night_poor_light,bus,sudden_lane_change,2,28.624678754055385,77.20010003796659
ACC-1397,2026-02-14,08:35,8,2026-02,L008,Old Bridge Approach,north,bridge_approach,minor,clear,daylight,two_wheeler,wrong_side_entry,1,28.65179702790498,77.22350776334932
ACC-1385,2026-03-08,08:40,8,2026-03,L008,Old Bridge Approach,north,bridge_approach,moderate,fog,night_poor_light,cycle,tailgating,0,28.644660988636918,77.22677021445142
ACC-1522,2026-03-16,17:10,17,2026-03,L002,Riverside Flyover,east,flyover,minor,rain,dusk,cycle,low_visibility,0,28.62581567366936,77.24136728962004
ACC-1696,2026-04-11,22:35,22,2026-04,L009,Hospital-Service Road,central,arterial,minor,clear,daylight,car,tailgating,0,28.61603402325547,77.21516905800658
ACC-0143,2026-06-23,19:20,19,2026-06,L003,Market Ring Road,central,junction,minor,wind,daylight,auto_rickshaw,signal_violation,0,28.600629999691197,77.22445688179899
ACC-1097,2026-02-12,02:20,2,2026-02,L010,Airport Link Signal,east,local_road,moderate,clear,dusk,two_wheeler,low_visibility,0,28.636646818020832,77.25260149701123
ACC-1593,2026-06-16,00:10,0,2026-06,L004,School Gate Road,north,arterial,moderate,,night_poor_light,car,pedestrian_conflict,1,28.643146097087115,77.19371595553304
ACC-0281,2026-05-26,18:30,18,2026-05,L003,Market Ring Road,central,junction,critical,fog,dusk,truck,pedestrian_conflict,3,28.60333503540538,77.22184524922378
ACC-0178,2026-05-24,15:40,15,2026-05,L011,Depot Crossing,south,local_road,moderate,fog,dusk,bus,low_visibility,0,28.57042452833968,77.22193350778724
ACC-0609,2026-05-10,19:30,19,2026-05,L009,Hospital Service Road,central,service_road,minor,cloudy,night_lit,bus,sudden_lane_change,0,28.619104027371165,77.21425786796277
ACC-1537,2026-01-05,14:30,14,2026-01,L003,Market Ring Road,central,local_road,moderate,rain,daylight,bus,signal_violation,0,28.603014495039893,77.21815608330773
ACC-1895,2026-02-21,14:20,14,2026-02,L006,Industrial Belt Exit,south,junction,moderate,clear,daylight,two_wheeler,overspeeding,0,28.569160884498995,77.23845543508169
ACC-0417,2026-05-09,23:45,23,2026-05,L006,Industrial Belt Exit,south,junction,moderate,rain,dusk,cycle,tailgating,1,28.574468260909395,77.24956911918314
ACC-1576,2026-02-23,18:25,18,2026-02,L011,Depot Crossing,south,local_road,moderate,clear,night_lit,two_wheeler,wet_surface,1,28.56481726314037,77.21546460823177
ACC-0618,2026-02-17,15:40,15,2026-02,L006,Industrial Belt Exit,south,highway_ramp,moderate,rain,night_poor_light,auto_rickshaw,overspeeding,0,28.568832232463368,77.25080809330188
ACC-1847,2026-05-22,18:15,18,2026-05,L003,Market ring road,central,arterial,major,rain,daylight,cycle,sudden_lane_change,1,28.609144276886788,77.22694055832305
ACC-1605,2026-06-29,21:10,21,2026-06,L005,Metro Link Turn,west,arterial,moderate,clear,daylight,truck,sudden_lane_change,0,28.600458888109607,77.17678333819497
ACC-0899,2026-02-28,08:25,8,2026-02,L005,Metro Link Turn,west,junction,moderate,clear,,cycle,pedestrian_conflict,1,28.605719545859426,77.17826615034964
ACC-1509,2026-02-03,12:25,12,2026-02,L001,Maple Junction,central,junction,moderate,clear,daylight,truck,wet_surface,1,28.619522982207208,77.20736648568484
ACC-0843,2026-06-29,10:00,10,2026-06,L005,Metro Link Turn,west,local_road,minor,rain,night_lit,car,low_visibility,0,28.59385477705522,77.18553210271875
ACC-0407,2026-04-26,10:05,10,2026-04,L003,Market Ring Road,central,arterial,critical,clear,dusk,cycle,sudden_lane_change,2,28.59954993058084,77.22937989815429
ACC-0846,2026-01-29,15:10,15,2026-01,L006,Industrial Belt Exit,south,local_road,moderate,,daylight,car,signal_violation,0,28.56323844530405,77.23968031110475
ACC-0752,2026-05-28,09:35,9,2026-05,L012,Green Park Turn,west,arterial,moderate,wind,night_lit,bus,tailgating,1,28.580158498704552,77.19229995050173
ACC-1887,2026-06-14,12:10,12,2026-06,L006,Industrial Belt Exit,south,highway_ramp,minor,clear,night_poor_light,truck,tailgating,0,28.572025949401347,77.24318243810947
ACC-0769,2026-06-28,01:00,1,2026-06,L004,School Gate Road,north,local_road,moderate,clear,daylight,bus,sudden_lane_change,0,28.630869176561017,77.19952465674562
ACC-0100,2026-03-03,14:00,14,2026-03,L012,Green Park Turn,west,local_road,critical,clear,daylight,car,signal_violation,3,28.574991374730214,77.19826133768349
ACC-0418,2026-02-27,17:50,17,2026-02,L002,Riverside Flyover,east,flyover,moderate,clear,night_lit,cycle,wrong_side_entry,0,28.61314917153452,77.24162807360685
ACC-1427,2026-06-03,22:40,22,2026-06,L001,Maple Junction,central,junction,minor,rain,daylight,two_wheeler,signal_violation,0,28.61358612197347,77.22130474855466
ACC-1296,2026-03-01,19:15,19,2026-03,L011,Depot Crossing,south,arterial,major,rain,night_lit,auto_rickshaw,tailgating,2,28.567573272484452,77.22248801897656
ACC-0309,2026-03-27,12:35,12,2026-03,L006,Industrial Belt Exit,south,arterial,minor,clear,night_lit,car,signal_violation,0,28.574008754518818,77.24091885317866
ACC-1752,2026-04-21,11:20,11,2026-04,L012,Green Park Turn,west,local_road,moderate,rain,daylight,car,pedestrian_conflict,0,28.576695410023337,77.1968711731296
ACC-1689,2026-02-07,05:40,5,2026-02,L003,Market Ring Road,central,local_road,major,clear,night_poor_light,cycle,signal_violation,1,28.61081554184781,77.22513296368871
ACC-0416,2026-01-22,16:10,16,2026-01,L001,Maple Junction,central,junction,moderate,clear,daylight,cycle,sudden_lane_change,0,28.614879694754574,77.20935880572814
ACC-0954,2026-01-17,09:20,9,2026-01,L007,Lakeview Avenue,west,collector_road,minor,clear,daylight,auto_rickshaw,signal_violation,0,28.590588581453886,77.16913322167972
ACC-1906,2026-06-06,08:05,8,2026-06,L006,Industrial Belt Exit,south,local_road,major,clear,dusk,bus,pedestrian_conflict,2,28.576973675294564,77.25128057792115
ACC-1463,2026-01-23,16:25,16,2026-01,L002,Riverside Flyover,east,flyover,major,wind,daylight,car,overspeeding,1,28.627072955985124,77.24103486088669
ACC-0918,2026-02-11,03:10,3,2026-02,L006,Industrial Belt Exit,south,arterial,critical,clear,night_poor_light,bus,tailgating,3,28.568413447282456,77.24317529091257
ACC-0544,2026-04-06,06:30,6,2026-04,L008,Old Bridge Approach,north,bridge_approach,moderate,clear,dusk,cycle,pedestrian_conflict,1,28.656938984614897,77.22584546639148
ACC-1196,2026-06-25,08:05,8,2026-06,L009,Hospital Service Road,central,arterial,minor,wind,dusk,truck,tailgating,1,28.621962809897795,77.21035758390688
ACC-1171,2026-04-11,14:20,14,2026-04,L005,Metro Link Turn,west,local_road,major,clear,night_poor_light,truck,tailgating,1,28.594440806646887,77.18190276187087
ACC-1707,2026-02-24,09:10,9,2026-02,L006,Industrial Belt Exit,south,highway_ramp,moderate,rain,night_lit,car,low_visibility,0,28.578532191143907,77.23804611245704
ACC-1316,2026-06-27,05:10,5,2026-06,L007,Lakeview Avenue,west,junction,minor,clear,dusk,auto_rickshaw,overspeeding,0,28.596609290792284,77.16862737577345
ACC-0298,2026-06-21,10:35,10,2026-06,L004,School Gate Road,north,arterial,major,clear,night_lit,truck,low_visibility,2,28.634865317412288,77.19511126803138
ACC-0834,2026-06-07,18:50,18,2026-06,L006,Industrial Belt Exit,south,highway_ramp,minor,cloudy,dusk,auto_rickshaw,sudden_lane_change,0,28.576668611602013,77.23894920572882
ACC-0969,2026-03-08,09:30,9,2026-03,L001,Maple Junction,central,signalized_crossing,minor,fog,night_lit,car,sudden_lane_change,1,28.61998681565482,77.21438923501479
ACC-1606,2026-06-22,17:25,17,2026-06,L005,Metro Link Turn,west,junction,major,fog,daylight,bus,wet_surface,2,28.596171154797855,77.17807107471
ACC-1486,2026-06-29,23:55,23,2026-06,L009,Hospital Service Road,central,local_road,moderate,clear,daylight,truck,low_visibility,0,28.624153882712275,77.20510278780283
ACC-0436,2026-03-25,18:25,18,2026-03,L006,Industrial Belt Exit,south,highway_ramp,minor,wind,night_lit,car,tailgating,0,28.575278159223135,77.23978407896185
ACC-1237,2026-01-25,17:30,17,2026-01,L002,Riverside Flyover,east,flyover,minor,cloudy,daylight,truck,low_visibility,0,28.622376205317785,77.24122262006746
ACC-1189,2026-05-21,04:10,4,2026-05,L004,School Gate Road,north,junction,moderate,clear,night_poor_light,cycle,sudden_lane_change,1,28.632129292610173,77.20199666011159
ACC-1578,2026-06-11,15:50,15,2026-06,L003,Market Ring Road,central,junction,moderate,clear,night_poor_light,cycle,sudden_lane_change,0,28.60478340279962,77.22593189739659
ACC-0679,2026-05-28,13:45,13,2026-05,L005,Metro Link Turn,west,local_road,critical,clear,daylight,car,pedestrian_conflict,3,28.599004332068404,77.18300955671026
ACC-0139,2026-04-02,20:00,20,2026-04,L003,Market Ring Road,central,junction,minor,wind,daylight,cycle,signal_violation,0,28.601592245021084,77.22097221093371
ACC-0766,2026-01-23,15:25,15,2026-01,L004,School Gate Road,north,arterial,major,fog,dusk,auto_rickshaw,low_visibility,1,28.63694632919561,77.19725661672275
ACC-0563,2026-06-26,19:10,19,2026-06,L004,School Gate Road,north,arterial,moderate,rain,daylight,bus,low_visibility,0,28.642341754562203,77.19784727220832
ACC-0086,2026-01-13,13:15,13,2026-01,L003,Market Ring Road,central,junction,minor,clear,night_lit,auto_rickshaw,low_visibility,0,28.606587051988626,77.23055475784629
ACC-1719,2026-06-17,08:10,8,2026-06,L009,Hospital Service Road,central,service_road,minor,wind,dusk,bus,tailgating,1,28.614844302787013,77.20744313776211
ACC-1009,2026-03-12,19:15,19,2026-03,L004,School Gate Road,north,junction,minor,fog,night_lit,two_wheeler,wet_surface,0,28.633934525081884,77.20659527146607
ACC-0007,2026-06-17,16:05,16,2026-06,L004,School Gate Road,north,local_road,moderate,fog,dusk,car,tailgating,0,28.631789883605137,77.19880769227488
ACC-0046,2026-05-29,19:55,19,2026-05,L003,Market Ring Road,central,local_road,minor,clear,dusk,truck,low_visibility,0,28.609045016199364,77.22430937300268
ACC-0261,2026-05-20,20:20,20,2026-05,L005,Metro Link Turn,west,arterial,minor,fog,night_lit,car,wrong_side_entry,0,28.59513408591754,77.17908073023398
ACC-0209,2026-06-21,13:00,13,2026-06,L003,Market Ring Road,central,local_road,critical,rain,daylight,auto_rickshaw,wet_surface,2,28.607843039771257,77.22778439009619
ACC-1846,2026-06-27,15:45,15,2026-06,L009,Hospital Service Road,central,local_road,minor,wind,night_poor_light,auto_rickshaw,signal_violation,0,28.61328396667098,77.21377429884127
ACC-1548,2026-04-16,13:35,13,2026-04,L003,Market Ring Road,central,local_road,moderate,clear,night_lit,car,overspeeding,1,28.599167579959015,77.22253673603774
ACC-0735,2026-02-07,16:40,16,2026-02,L010,Airport Link Signal,east,junction,moderate,clear,dusk,bus,sudden_lane_change,0,28.625732854945397,77.25737836758577
ACC-0051,2026-04-04,08:30,8,2026-04,L002,Riverside Flyover,east,flyover,minor,wind,night_lit,truck,low_visibility,0,28.626166620542396,77.2404787503599
ACC-1051,2026-05-22,16:50,16,2026-05,L001,Maple Junction,central,arterial,major,rain,daylight,bus,overspeeding,2,28.615097592189063,77.22089532743071
ACC-0180,2026-04-01,19:50,19,2026-04,L006,Industrial Belt Exit,south,arterial,major,rain,night_lit,truck,tailgating,1,28.57606541898524,77.24950907903367
ACC-0548,2026-03-25,11:30,11,2026-03,L004,School Gate Road,north,arterial,minor,clear,night_lit,car,overspeeding,0,28.641381562846053,77.20643801765885
