accident_id,accident_date,accident_time,hour_of_day,month,location_id,location_name,zone,road_type,severity,weather_condition,lighting_condition,vehicle_type,reported_cause,casualties,latitude,longitude,is_severe
ACC-1733,2026-01-08,10:55,10,2026-01,L003,Market Ring Road,central,arterial,major,cloudy,night_poor_light,bus,signal_violation,1,28.604576182535187,77.22011090686867,True
ACC-0396,2026-01-01,23:20,23,2026-01,L010,Airport Link Signal,east,junction,moderate,clear,night_poor_light,auto_rickshaw,sudden_lane_change,0,28.636584183951264,77.25270420019814,False
ACC-1218,2026-03-29,18:05,18,2026-03,L010,Airport Link Signal,east,local_road,minor,wind,night_poor_light,two_wheeler,tailgating,0,28.62909139466878,77.26352577762371,False
ACC-1116,2026-06-23,14:40,14,2026-06,L005,Metro Link Turn,west,local_road,major,clear,dusk,truck,tailgating,1,28.591129621103654,77.18865698688569,True
ACC-0460,2026-04-24,16:30,16,2026-04,L012,Green Park Turn,west,junction,moderate,clear,daylight,bus,pedestrian_conflict,0,28.583250878895853,77.19638680001293,False
ACC-0453,2026-01-28,00:35,0,2026-01,L005,Metro Link Turn,west,arterial,major,clear,dusk,auto_rickshaw,sudden_lane_change,1,28.594715156610057,77.17830624387685,True
ACC-0341,2026-03-12,16:25,16,2026-03,L007,Lakeview Avenue,west,junction,minor,clear,dusk,two_wheeler,low_visibility,0,28.59589068180267,77.17343645937795,False
ACC-1894,2026-02-10,00:35,0,2026-02,L004,School Gate Road,north,arterial,moderate,rain,dusk,truck,signal_violation,1,28.630222586030055,77.2024397788645,False
ACC-1623,2026-02-25,04:50,4,2026-02,L006,industrial belt exit,south,arterial,moderate,clear,night_lit,car,signal_violation,1,28.56569453506615,77.241143158931,False
ACC-1872,2026-04-09,08:25,8,2026-04,L001,Maple Junction,central,local_road,moderate,fog,night_lit,cycle,tailgating,1,28.610145554755423,77.21714399818131,False
ACC-1352,2026-05-23,19:05,19,2026-05,L004,School Gate Road,north,arterial,minor,clear,dusk,truck,signal_violation,0,28.64148531865567,77.19729488121544,False
ACC-0411,2026-05-08,10:35,10,2026-05,L008,Old Bridge  Approach,north,bridge_approach,moderate,rain,daylight,bus,pedestrian_conflict,0,28.641266084865784,77.21676328979413,False
ACC-1478,2026-01-23,08:15,8,2026-01,L005,Metro Link Turn,west,local_road,minor,clear,night_lit,truck,wrong_side_entry,0,28.59157223873053,77.17969421249522,False
ACC-1666,2026-06-14,13:50,13,2026-06,L003,Market Ring Road,central,arterial,moderate,clear,daylight,cycle,overspeeding,1,28.61391647313598,77.22430890550535,False
ACC-1669,2026-01-05,16:10,16,2026-01,L011,Depot Crossing,south,signalized_crossing,critical,fog,dusk,car,pedestrian_conflict,2,28.567949821673672,77.22026189621327,True
ACC-1966,2026-02-16,17:00,17,2026-02,L006,Industrial Belt Exit,south,junction,minor,cloudy,dusk,bus,signal_violation,0,28.57815106949458,77.2436852026343,False
ACC-0845,2026-05-20,14:20,14,2026-05,L008,Old Bridge Approach,north,bridge_approach,minor,wind,night_poor_light,bus,low_visibility,0,28.649343415288385,77.21481227464294,False
ACC-0317,2026-01-06,15:55,15,2026-01,L009,Hospital Service Road,central,junction,moderate,clear,night_lit,truck,signal_violation,1,28.62084885938884,77.20886054237907,False
ACC-0983,2026-06-24,15:40,15,2026-06,L002,Riverside Flyover,east,flyover,major,clear,dusk,car,signal_violation,1,28.61370081014335,77.24067863739853,True
ACC-0033,2026-02-07,18:15,18,2026-02,L009,Hospital Service Road,central,arterial,critical,cloudy,daylight,two_wheeler,tailgating,3,28.615025327357568,77.20072825121574,True
ACC-1258,2026-06-13,20:40,20,2026-06,L011,Depot Crossing,south,local_road,minor,clear,dusk,bus,overspeeding,1,28.56649811696888,77.21580685425225,False
ACC-0446,2026-05-12,07:30,7,2026-05,L001,Maple Junction,central,local_road,moderate,fog,daylight,truck,pedestrian_conflict,0,28.614361028347258,77.20733675686242,False
ACC-1412,2026-05-15,11:05,11,2026-05,L005,Metro Link Turn,west,junction,minor,cloudy,daylight,cycle,signal_violation,1,28.605662495838665,77.18958189181764,False
ACC-1699,2026-03-22,08:10,8,2026-03,L010,Airport Link Signal,east,junction,moderate,clear,daylight,truck,signal_violation,0,28.640387512811294,77.25753193212257,False
ACC-0632,2026-01-26,13:10,13,2026-01,L006,Industrial Belt Exit,south,junction,critical,clear,night_lit,cycle,tailgating,3,28.567583023343648,77.24968812949301,True
ACC-0885,2026-06-20,05:35,5,2026-06,L012,Green Park Turn,west,local_road,moderate,fog,night_poor_light,bus,low_visibility,1,28.57992317251924,77.18821871545559,False
ACC-1156,2026-05-10,05:05,5,2026-05,L010,Airport Link Signal,east,local_road,major,clear,daylight,truck,wrong_side_entry,2,28.62841002821561,77.25897823697048,True
ACC-0361,2026-05-22,12:55,12,2026-05,L009,Hospital Service Road,central,local_road,major,rain,dusk,two_wheeler,tailgating,2,28.61373311542965,77.21072710143208,True
ACC-0040,2026-02-23,13:00,13,2026-02,L012,Green Park Turn,west,arterial,major,rain,dusk,car,tailgating,1,28.58487611423033,77.19860687805574,True
ACC-1378,2026-02-09,05:45,5,2026-02,L001,Maple Junction,central,junction,minor,cloudy,night_poor_light,bus,tailgating,0,28.61874607719015,77.2181585212593,False
ACC-0948,2026-05-12,17:00,17,2026-05,L012,Green Park Turn,west,junction,minor,clear,daylight,truck,sudden_lane_change,0,28.579639463167748,77.19835524248963,False
ACC-0232,2026-04-29,19:25,19,2026-04,L010,airport link signal,east,arterial,minor,fog,night_poor_light,auto_rickshaw,sudden_lane_change,0,28.63817828746044,77.25625305015195,False
ACC-0461,2026-06-05,18:15,18,2026-06,L006,Industrial Belt Exit,south,local_road,moderate,clear,daylight,two_wheeler,signal_violation,1,28.568813252252745,77.2374276678647,False
ACC-1912,2026-02-08,14:55,14,2026-02,L004,School-Gate Road,north,local_road,minor,fog,daylight,car,wet_surface,0,28.64542513475071,77.19824758043956,False
ACC-0558,2026-05-20,10:40,10,2026-05,L004,School Gate Road,north,local_road,critical,cloudy,night_lit,cycle,wet_surface,3,28.636814307662736,77.19730977570461,True
ACC-0982,2026-05-30,17:00,17,2026-05,L006,Industrial Belt Exit,south,arterial,moderate,clear,night_poor_light,cycle,tailgating,0,28.566331906041437,77.23892210488566,False
ACC-1773,2026-05-24,10:50,10,2026-05,L008,Old Bridge Approach,north,bridge_approach,moderate,cloudy,night_lit,two_wheeler,sudden_lane_change,1,28.653538764921617,77.21499239743405,False
ACC-0856,2026-03-30,17:20,17,2026-03,L005,Metro Link Turn,west,arterial,moderate,clear,daylight,auto_rickshaw,wet_surface,0,28.59804957892453,77.1907126781416,False
ACC-0202,2026-03-16,13:35,13,2026-03,L002,Riverside Flyover,east,flyover,minor,clear,night_lit,car,low_visibility,0,28.626252762743505,77.23234984160136,False
ACC-1142,2026-04-14,19:10,19,2026-04,L003,Market Ring Road,central,local_road,moderate,clear,daylight,car,sudden_lane_change,0,28.60196027546373,77.2290056671445,False
ACC-0259,2026-04-13,08:05,8,2026-04,L011,Depot Crossing,south,signalized_crossing,moderate,clear,daylight,two_wheeler,wet_surface,0,28.5629453372302,77.22627131950269,False
ACC-0740,2026-01-12,01:10,1,2026-01,L008,Old Bridge Approach,north,bridge_approach,minor,fog,daylight,car,signal_violation,0,28.65219500062616,77.21365902689291,False
ACC-0283,2026-04-10,13:50,13,2026-04,L010,Airport Link Signal,east,arterial,minor,clear,night_lit,car,signal_violation,0,28.632333925836097,77.26284924517515,False
ACC-0617,2026-01-18,07:15,7,2026-01,L001,Maple Junction,central,local_road,major,wind,daylight,two_wheeler,low_visibility,1,28.606326027156403,77.21174869015738,True
ACC-1507,2026-03-20,16:35,16,2026-03,L004,School Gate Road,north,arterial,minor,clear,night_lit,two_wheeler,wrong_side_entry,0,28.63579670172161,77.20545912357122,False
ACC-1165,2026-01-10,05:15,5,2026-01,L012,Green Park Turn,west,arterial,critical,clear,daylight,two_wheeler,wrong_side_entry,3,28.581175207246112,77.18552971088049,True
ACC-0277,2026-02-11,17:10,17,2026-02,L003,Market Ring Road,central,arterial,moderate,cloudy,daylight,car,signal_violation,0,28.603624262716703,77.22860401049653,False
ACC-0141,2026-06-25,19:05,19,2026-06,L001,Maple Junction,central,arterial,minor,rain,night_lit,bus,signal_violation,0,28.604023392648568,77.21751686160282,False
ACC-0398,2026-06-19,07:05,7,2026-06,L006,Industrial Belt Exit,south,highway_ramp,moderate,wind,night_lit,two_wheeler,low_visibility,1,28.56808747160173,77.2496248673995,False
ACC-1867,2026-02-23,19:10,19,2026-02,L012,Green Park Turn,west,junction,moderate,clear,night_poor_light,truck,overspeeding,0,28.575952941388827,77.19272036574414,False
ACC-0685,2026-06-10,19:35,19,2026-06,L004,School Gate Road,north,junction,major,clear,dusk,auto_rickshaw,sudden_lane_change,2,28.641123992986703,77.20777526398685,True
ACC-0490,2026-04-24,00:10,0,2026-04,L006,Industrial Belt Exit,south,highway_ramp,moderate,Unknown,night_lit,car,low_visibility,0,28.565997510592005,77.25039790754977,False
ACC-0861,2026-04-08,17:00,17,2026-04,L005,Metro Link Turn,west,junction,minor,cloudy,night_lit,two_wheeler,overspeeding,0,28.595398321732443,77.19069433988945,False
ACC-1034,2026-03-30,16:40,16,2026-03,L002,Riverside Flyover,east,flyover,moderate,clear,night_lit,two_wheeler,signal_violation,0,28.620027494018707,77.23378027197221,False
ACC-1945,2026-01-04,19:35,19,2026-01,L002,Riverside Flyover,east,flyover,major,clear,night_poor_light,truck,signal_violation,1,28.6249032150622,77.23625846030504,True
ACC-0839,2026-02-02,17:25,17,2026-02,L003,Market Ring Road,central,local_road,minor,rain,dusk,car,overspeeding,0,28.599782458560465,77.23211142935675,False
ACC-0291,2026-06-29,07:35,7,2026-06,L011,Depot Crossing,south,local_road,moderate,rain,night_poor_light,car,wet_surface,0,28.56146673405344,77.22468028407432,False
ACC-0080,2026-05-23,03:30,3,2026-05,L003,Market Ring Road,central,junction,major,rain,night_poor_light,bus,sudden_lane_change,2,28.601587865843936,77.23276212074768,True
ACC-0732,2026-03-10,08:05,8,2026-03,L011,Depot Crossing,south,junction,minor,clear,night_lit,truck,wrong_side_entry,0,28.56638375120812,77.21856548765936,False
ACC-1970,2026-01-26,04:25,4,2026-01,L006,Industrial Belt Exit,south,local_road,moderate,clear,night_poor_light,two_wheeler,overspeeding,0,28.57009622855394,77.2457011903698,False
ACC-1851,2026-04-19,19:45,19,2026-04,L009,Hospital Service Road,central,service_road,moderate,rain,daylight,auto_rickshaw,signal_violation,1,28.62573314519729,77.20456579213882,False
ACC-1228,2026-01-19,08:35,8,2026-01,L010,Airport Link Signal,east,arterial,minor,cloudy,night_poor_light,truck,pedestrian_conflict,0,28.636915706097373,77.26705639863722,False
ACC-1079,2026-02-28,00:55,0,2026-02,L006,Industrial Belt Exit,south,local_road,major,cloudy,dusk,truck,pedestrian_conflict,2,28.570727486847925,77.2515011398843,True
ACC-1416,2026-05-29,15:40,15,2026-05,L001,Maple Junction,central,local_road,moderate,clear,night_lit,bus,wrong_side_entry,1,28.614455572464927,77.21175502249979,False
ACC-0101,2026-06-04,07:30,7,2026-06,L004,School Gate Road,north,local_road,moderate,clear,daylight,car,tailgating,1,28.641505503600172,77.19978604847573,False
ACC-1523,2026-04-24,13:30,13,2026-04,L006,Industrial Belt Exit,south,junction,minor,fog,daylight,auto_rickshaw,sudden_lane_change,0,28.57260052638417,77.24487954409815,False
ACC-0554,2026-05-15,04:45,4,2026-05,L012,Green Park Turn,west,junction,major,rain,night_poor_light,car,wrong_side_entry,1,28.573967792994186,77.19006896730731,True
ACC-1436,2026-03-23,07:55,7,2026-03,L003,Market Ring Road,central,arterial,moderate,clear,daylight,car,sudden_lane_change,0,28.59881986638025,77.22450370932232,False
ACC-1705,2026-06-21,08:10,8,2026-06,L008,Old Bridge Approach,north,bridge_approach,minor,fog,night_lit,two_wheeler,sudden_lane_change,0,28.65601239130763,77.22333959389508,False
ACC-0806,2026-05-22,11:30,11,2026-05,L002,Riverside Flyover,east,flyover,major,rain,dusk,car,low_visibility,2,28.614060918571607,77.243439862111,True
ACC-0342,2026-05-10,19:30,19,2026-05,L005,Metro Link Turn,west,local_road,minor,clear,daylight,car,wet_surface,0,28.597434503872496,77.1875249599896,False
ACC-1139,2026-06-05,07:45,7,2026-06,L001,Maple Junction,central,signalized_crossing,major,clear,dusk,car,tailgating,1,28.609116136042896,77.21642117459373,True
ACC-1178,2026-03-02,11:00,11,2026-03,L010,Airport Link Signal,east,junction,minor,clear,daylight,car,wet_surface,0,28.635876042595783,77.2590687845974,False
ACC-0295,2026-05-23,03:45,3,2026-05,L009,Hospital Service Road,central,junction,critical,clear,daylight,truck,pedestrian_conflict,3,28.626938102121244,77.21124549784777,True
ACC-1349,2026-04-17,21:15,21,2026-04,L008,Old Bridge Approach,north,bridge_approach,minor,rain,night_poor_light,auto_rickshaw,wet_surface,0,28.644770150990453,77.2257840683038,False
ACC-1939,2026-02-27,19:15,19,2026-06,L005,Metro Link Turn,west,local_road,critical,rain,dusk,truck,wet_surface,2,28.591982300785205,77.191197790502,True
ACC-1957,2026-03-21,17:30,17,2026-03,L005,Metro Link Turn,west,junction,major,clear,daylight,truck,tailgating,1,28.60370350601053,77.18160977603334,True
ACC-1343,2026-04-10,10:05,10,2026-04,L002,Riverside Flyover,east,flyover,minor,clear,night_lit,auto_rickshaw,signal_violation,0,28.61777363697261,77.23586518442,False
ACC-1398,2026-01-30,10:05,10,2026-01,L008,Old Bridge Approach,north,bridge_approach,moderate,clear,dusk,two_wheeler,overspeeding,0,28.64385724090175,77.22259165012439,False
ACC-1453,2026-02-22,07:35,7,2026-02,L006,Industrial Belt Exit,south,highway_ramp,minor,fog,night_poor_light,car,overspeeding,0,28.56632776258796,77.24292145239647,False
ACC-0753,2026-03-10,17:00,17,2026-03,L012,Green Park Turn,west,junction,minor,wind,daylight,auto_rickshaw,tailgating,0,28.57312347347583,77.18904118095439,False
ACC-1916,2026-02-06,00:55,0,2026-02,L005,Metro Link Turn,west,arterial,major,clear,night_lit,car,pedestrian_conflict,2,28.59442124094134,77.18816852669552,True
ACC-0110,2026-04-27,10:50,10,2026-04,L004,School Gate Road,north,junction,critical,clear,daylight,bus,tailgating,2,28.640459771512948,77.20673150654433,True
ACC-0450,2026-01-02,16:10,16,2026-01,L005,Metro Link Turn,west,junction,moderate,rain,daylight,bus,tailgating,1,28.59459208886008,77.19000643469141,False
ACC-1458,2026-05-14,17:55,17,2026-05,L003,Market Ring Road,central,local_road,moderate,rain,night_poor_light,cycle,tailgating,1,28.59816254726613,77.23242255377356,False
ACC-1191,2026-06-24,14:40,14,2026-06,L009,Hospital Service Road,central,local_road,minor,rain,daylight,car,overspeeding,0,28.619490670130844,77.21429799705851,False
ACC-0723,2026-06-02,12:00,12,2026-06,L006,Industrial Belt Exit,south,local_road,critical,wind,night_lit,two_wheeler,sudden_lane_change,3,28.57679210954469,77.23736360420395,True
ACC-0343,2026-05-27,11:05,11,2026-05,L005,Metro Link Turn,west,local_road,minor,rain,dusk,bus,low_visibility,0,28.595461350079383,77.19068979082958,False
ACC-0795,2026-05-29,10:25,10,2026-05,L004,School Gate Road,north,arterial,critical,rain,daylight,car,overspeeding,3,28.64507420361432,77.19820694782047,True
ACC-0658,2026-06-16,23:35,23,2026-06,L011,Depot Crossing,south,junction,major,rain,night_poor_light,truck,signal_violation,2,28.55796900722212,77.2271563470596,True
ACC-1712,2026-02-25,06:25,6,2026-02,L009,Hospital Service Road,central,junction,moderate,rain,dusk,auto_rickshaw,tailgating,1,28.626120602335643,77.20969181581874,False
ACC-1214,2026-01-15,05:45,5,2026-01,L004,School Gate Road,north,junction,moderate,clear,daylight,auto_rickshaw,low_visibility,1,28.635639673694065,77.19934370724569,False
ACC-0537,2026-06-25,18:00,18,2026-06,L008,Old Bridge Approach,north,bridge_approach,minor,clear,daylight,truck,sudden_lane_change,0,28.64564299974457,77.21358246683009,False
ACC-0456,2026-06-17,09:10,9,2026-06,L005,Metro Link Turn,west,arterial,minor,clear,dusk,cycle,wrong_side_entry,0,28.5999047001667,77.17950250260738,False
ACC-1795,2026-01-17,18:20,18,2026-01,L009,Hospital Service Road,central,service_road,moderate,Unknown,night_lit,truck,wrong_side_entry,0,28.628242793785603,77.21596250870414,False
ACC-0720,2026-06-28,06:55,6,2026-06,L001,Maple Junction,central,local_road,minor,fog,night_lit,two_wheeler,overspeeding,0,28.60940047742384,77.21500740918708,False
ACC-0863,2026-05-13,10:35,10,2026-05,L004,School Gate Road,north,local_road,minor,clear,daylight,car,sudden_lane_change,1,28.630544228856667,77.20799067739645,False
ACC-1050,2026-01-13,13:50,13,2026-01,L011,Depot Crossing,south,local_road,moderate,clear,night_lit,truck,sudden_lane_change,0,28.571579592892487,77.22327796927466,False
ACC-0570,2026-04-06,17:15,17,2026-04,L004,School Gate Road,north,arterial,major,wind,night_lit,truck,tailgating,1,28.64196817433654,77.20147346799006,True
ACC-1531,2026-02-13,20:25,20,2026-02,L002,Riverside Flyover,east,flyover,critical,clear,night_lit,car,tailgating,2,28.61728732719412,77.24228067291828,True
ACC-1942,2026-01-04,18:00,18,2026-01,L008,Old Bridge Approach,north,bridge_approach,moderate,fog,dusk,two_wheeler,sudden_lane_change,0,28.65266655992397,77.21955907693867,False
ACC-1243,2026-04-19,14:30,14,2026-04,L012,Green Park Turn,west,local_road,minor,rain,night_poor_light,car,tailgating,0,28.57678274162804,77.19365362226016,False
ACC-0025,2026-01-14,10:25,10,2026-01,L005,Metro Link Turn,west,arterial,major,clear,night_lit,cycle,signal_violation,2,28.59608609646284,77.17609433733735,True
ACC-1021,2026-03-29,13:35,13,2026-03,L002,Riverside Flyover,east,flyover,minor,clear,night_lit,car,sudden_lane_change,0,28.61382432070839,77.23429127786602,False
ACC-1577,2026-05-01,10:05,10,2026-05,L009,Hospital Service Road,central,junction,moderate,rain,dusk,car,signal_violation,0,28.62607257358644,77.21517496980586,False
ACC-1447,2026-06-14,23:55,23,2026-06,L001,Maple Junction,central,signalized_crossing,critical,clear,night_lit,two_wheeler,pedestrian_conflict,3,28.60734071770324,77.21303003035734,True
ACC-1491,2026-01-19,12:50,12,2026-01,L003,Market Ring Road,central,local_road,major,cloudy,dusk,cycle,sudden_lane_change,2,28.606258884658487,77.22574592147564,True
ACC-1922,2026-03-27,20:15,20,2026-03,L001,Maple Junction,central,junction,moderate,clear,Unknown,cycle,tailgating,0,28.612683978361115,77.21460937556509,False
ACC-0488,2026-06-03,10:10,10,2026-06,L002,Riverside Flyover,east,flyover,moderate,clear,daylight,car,low_visibility,1,28.626848319342447,77.23310290602375,False
ACC-0592,2026-06-28,19:50,19,2026-06,L006,Industrial Belt Exit,south,arterial,moderate,rain,night_lit,truck,pedestrian_conflict,1,28.56479735881469,77.23853158268912,False
ACC-0906,2026-02-21,17:55,17,2026-02,L012,Green Park Turn,west,arterial,minor,clear,daylight,auto_rickshaw,tailgating,0,28.56949403535769,77.19219990702534,False
ACC-1688,2026-04-23,02:55,2,2026-04,L006,Industrial Belt Exit,south,highway_ramp,major,clear,dusk,auto_rickshaw,tailgating,1,28.56907845673566,77.24366324319121,True
ACC-0656,2026-03-09,15:35,15,2026-03,L010,Airport Link Signal,east,junction,minor,clear,dusk,bus,pedestrian_conflict,0,28.636329678129293,77.26175019386257,False
ACC-1885,2026-03-14,12:00,12,2026-03,L009,Hospital Service Road,central,local_road,minor,rain,night_lit,auto_rickshaw,sudden_lane_change,0,28.620736082180148,77.21510944181927,False
ACC-1315,2026-05-30,15:25,15,2026-05,L004,school gate road,north,local_road,minor,clear,dusk,cycle,tailgating,0,28.641251695457363,77.20250954167932,False
ACC-1295,2026-02-19,18:05,18,2026-02,L003,Market Ring Road,central,local_road,moderate,wind,daylight,truck,low_visibility,1,28.603734512672748,77.21848761188474,False
ACC-1540,2026-01-02,18:50,18,2026-01,L007,Lakeview Avenue,west,junction,minor,rain,dusk,bus,low_visibility,0,28.594019567078536,77.17647105853717,False
ACC-1485,2026-06-20,22:15,22,2026-06,L003,Market Ring Road,central,local_road,minor,rain,daylight,auto_rickshaw,pedestrian_conflict,0,28.611481111013333,77.22817062055697,False
ACC-1520,2026-01-19,08:50,8,2026-01,L002,Riverside Flyover,east,flyover,minor,clear,night_poor_light,car,sudden_lane_change,0,28.612661577184884,77.23083459400459,False
ACC-1066,2026-06-20,17:05,17,2026-06,L006,Industrial Belt Exit,south,junction,minor,fog,night_lit,auto_rickshaw,Unknown,0,28.570423860992207,77.24392691546093,False
ACC-1325,2026-05-09,19:35,19,2026-05,L001,Maple Junction,central,arterial,moderate,clear,daylight,auto_rickshaw,pedestrian_conflict,1,28.619381249379654,77.21421005710157,False
ACC-1908,2026-06-18,17:05,17,2026-06,L002,Riverside Flyover,east,flyover,minor,fog,night_poor_light,car,pedestrian_conflict,0,28.627386667804863,77.23158879040989,False
ACC-0444,2026-01-08,23:10,23,2026-01,L006,Industrial Belt Exit,south,local_road,moderate,rain,night_poor_light,two_wheeler,pedestrian_conflict,1,28.567224610891596,77.2381377856026,False
ACC-1929,2026-02-10,13:50,13,2026-02,L006,Industrial Belt Exit,south,junction,minor,clear,night_poor_light,auto_rickshaw,sudden_lane_change,0,28.56697775023365,77.24814490325487,False
ACC-0123,2026-02-28,13:40,13,2026-02,L003,Market Ring Road,central,junction,moderate,rain,dusk,auto_rickshaw,low_visibility,1,28.60877742179704,77.22980981413095,False
ACC-1820,2026-04-23,12:55,12,2026-04,L012,Green Park Turn,west,local_road,minor,fog,night_lit,truck,signal_violation,0,28.582456264349247,77.19338954470635,False
ACC-0278,2026-04-04,17:05,17,2026-04,L001,Maple Junction,central,local_road,minor,fog,night_lit,auto_rickshaw,overspeeding,0,28.61513045813849,77.21105337182219,False
ACC-1465,2026-03-13,18:55,18,2026-03,L003,Market Ring Road,central,arterial,minor,fog,dusk,two_wheeler,signal_violation,0,28.608931231958657,77.22087155820992,False
ACC-1070,2026-03-20,21:05,21,2026-03,L007,Lakeview Avenue,west,collector_road,moderate,rain,daylight,cycle,pedestrian_conflict,1,28.59342860681357,77.17973947178993,False
ACC-1456,2026-01-11,08:30,8,2026-01,L004,School Gate Road,north,arterial,moderate,clear,daylight,truck,wrong_side_entry,1,28.64319862677176,77.19572344440826,False
ACC-0853,2026-06-25,22:55,22,2026-06,L006,Industrial Belt Exit,south,junction,critical,fog,dusk,truck,pedestrian_conflict,2,28.570369130311807,77.24331069043765,True
ACC-0523,2026-06-08,15:35,15,2026-06,L007,Lakeview Avenue,west,collector_road,moderate,clear,night_poor_light,auto_rickshaw,low_visibility,1,28.589391169133226,77.17205627862417,False
ACC-1441,2026-06-26,10:25,10,2026-06,L002,Riverside Flyover,east,flyover,moderate,clear,daylight,car,low_visibility,1,28.61898767509569,77.23292251756888,False
ACC-0506,2026-01-25,10:40,10,2026-01,L010,Airport Link Signal,east,arterial,minor,rain,dusk,cycle,low_visibility,0,28.628131487161216,77.2598576483056,False
ACC-0557,2026-01-12,20:00,20,2026-01,L002,Riverside Flyover,east,flyover,minor,rain,daylight,cycle,tailgating,0,28.62074844970538,77.24203272283336,False
ACC-0092,2026-04-18,11:25,11,2026-04,L010,Airport Link Signal,east,arterial,minor,clear,night_lit,two_wheeler,wet_surface,0,28.63695741599549,77.25542378892924,False
ACC-0934,2026-03-05,08:40,8,2026-03,L002,Riverside Flyover,east,flyover,moderate,clear,daylight,car,overspeeding,0,28.62304283214378,77.23072755411677,False
ACC-0528,2026-05-13,09:10,9,2026-05,L006,Industrial Belt Exit,south,arterial,critical,clear,daylight,two_wheeler,low_visibility,3,28.57227725130418,77.2495050468359,True
ACC-1246,2026-04-02,09:55,9,2026-04,L011,Depot Crossing,south,local_road,moderate,clear,dusk,two_wheeler,tailgating,0,28.562695138396837,77.2248043098563,False
ACC-0709,2026-01-03,04:45,4,2026-01,L001,Maple Junction,central,arterial,moderate,clear,night_poor_light,auto_rickshaw,low_visibility,0,28.60403339618101,77.20984116912278,False
ACC-1649,2026-01-14,08:15,8,2026-01,L002,Riverside Flyover,east,flyover,minor,clear,night_poor_light,cycle,signal_violation,0,28.62100721532686,77.23663084929824,False
ACC-0542,2026-05-20,11:00,11,2026-05,L003,Market Ring Road,central,arterial,major,fog,dusk,two_wheeler,low_visibility,1,28.60538195248948,77.22472794133596,True
ACC-0435,2026-03-14,00:55,0,2026-03,L011,Depot Crossing,south,junction,minor,clear,daylight,truck,tailgating,0,28.55956500001743,77.21618387078624,False
ACC-1464,2026-05-21,23:10,23,2026-05,L009,Hospital Service Road,central,local_road,minor,clear,night_poor_light,bus,wrong_side_entry,0,28.617789910654093,77.21452284125975,False
ACC-1804,2026-05-04,21:45,21,2026-05,L004,School Gate Road,north,local_road,major,clear,night_poor_light,two_wheeler,low_visibility,2,28.638709559832563,77.19811119258245,True
ACC-1946,2026-01-29,18:20,18,2026-01,L001,Maple Junction,central,arterial,critical,cloudy,night_lit,bus,tailgating,2,28.61015343985641,77.22164310180426,True
ACC-0445,2026-02-09,22:30,22,2026-02,L008,Old Bridge Approach,north,bridge_approach,moderate,rain,night_poor_light,two_wheeler,low_visibility,1,28.64981404485776,77.22406955247428,False
ACC-0018,2026-05-04,11:00,11,2026-05,L011,Depot Crossing,south,junction,minor,wind,dusk,auto_rickshaw,sudden_lane_change,0,28.557378630955224,77.21609007661324,False
ACC-1938,2026-06-23,18:05,18,2026-06,L002,Riverside Flyover,east,flyover,major,clear,daylight,car,signal_violation,2,28.62456563428036,77.23837956103714,True
ACC-0207,2026-05-16,07:35,7,2026-05,L006,Industrial Belt Exit,south,arterial,critical,rain,night_lit,two_wheeler,signal_violation,2,28.57496502712128,77.24314551803865,True
ACC-0585,2026-03-25,22:30,22,2026-03,L001,Maple Junction,central,arterial,moderate,clear,night_lit,bus,signal_violation,1,28.611091173332024,77.21720612760627,False
ACC-1291,2026-06-17,11:50,11,2026-06,L004,School Gate Road,north,junction,moderate,clear,night_poor_light,car,signal_violation,1,28.63573779473868,77.19780697451667,False
ACC-0275,2026-02-19,18:20,18,2026-02,L001,Maple Junction,central,signalized_crossing,major,clear,daylight,two_wheeler,tailgating,2,28.619172028392843,77.22175934797913,True
ACC-0921,2026-06-26,06:05,6,2026-06,L006,Industrial Belt Exit,south,highway_ramp,minor,wind,night_lit,auto_rickshaw,pedestrian_conflict,0,28.56445387166193,77.24748318924463,False
ACC-0154,2026-05-22,08:25,8,2026-05,L001,Maple Junction,central,junction,minor,clear,night_poor_light,car,overspeeding,0,28.60657447191858,77.2082000387367,False
ACC-1934,2026-05-31,22:05,22,2026-05,L003,Market Ring Road,central,arterial,moderate,rain,daylight,car,low_visibility,0,28.609192602812065,77.23080668512038,False
ACC-0048,2026-05-22,19:40,19,2026-05,L001,Maple Junction,central,junction,minor,clear,night_lit,bus,signal_violation,0,28.609227506011425,77.21364804949471,False
ACC-1125,2026-03-07,18:30,18,2026-03,L008,Old Bridge Approach,north,bridge_approach,minor,wind,dusk,bus,overspeeding,0,28.651600742154024,77.2147363428002,False
ACC-1396,2026-06-30,08:10,8,2026-06,L011,Depot Crossing,south,arterial,major,clear,night_lit,two_wheeler,pedestrian_conflict,2,28.56707670050016,77.22526790281576,True
ACC-0493,2026-01-19,18:25,18,2026-01,L004,School Gate Road,north,arterial,minor,wind,dusk,car,tailgating,0,28.64438754211812,77.20018830954876,False
ACC-0546,2026-03-09,15:40,15,2026-03,L008,Old Bridge Approach,north,bridge_approach,moderate,clear,daylight,car,low_visibility,0,28.65375015169648,77.22039707298812,False
ACC-1844,2026-04-19,08:55,8,2026-04,L012,Green Park Turn,west,arterial,minor,clear,night_poor_light,two_wheeler,signal_violation,0,28.577239330831816,77.18964592427784,False
